Source	Cluster	RA_ICRS	DE_ICRS	Gmag	plx	e_plx
   5254925819940789888	IC2602  	154.44945	-60.14295	15.904	 6.457	 0.005
   5239801693864531072	IC2602  	161.39041	-64.70259	15.122	 6.504	 0.005
   5239803274441928960	IC2602  	160.95903	-64.75056	15.951	 6.731	 0.083
   5239770048573739520	IC2602  	159.80667	-64.68224	14.637	 6.722	 0.021
   5239801693894341120	IC2602  	161.39129	-64.70379	 8.093	 6.528	 0.031
   5239778702901027072	IC2602  	160.06179	-64.43874	16.537	 6.522	 0.045
   5239782349360086784	IC2602  	159.65074	-64.61803	16.355	 6.339	 0.015
   5239801277248098304	IC2602  	161.42278	-64.73940	16.147	 6.760	 0.030
   5239799391792479488	IC2602  	161.31255	-64.80605	16.131	 6.425	 0.044
   5239778707228261504	IC2602  	160.06413	-64.43924	17.896	 6.615	 0.041
   5239770563969875456	IC2602  	159.83321	-64.64963	14.892	 6.374	 0.018
   5251533753516311680	IC2602  	155.43818	-65.01400	16.928	 6.651	 0.065
   5338318897825980672	IC2602  	163.96858	-60.25979	16.394	 6.614	 0.052
   5237115617023735936	IC2602  	169.85492	-65.20721	17.716	 6.815	 0.073
   5240885125175994624	IC2602  	165.14993	-63.26532	16.246	 6.287	 0.026
   5240861416954963840	IC2602  	165.68745	-63.49457	 9.138	 6.759	 0.014
   5237587174385483008	IC2602  	171.67116	-64.34566	18.256	 6.127	 0.169
   5333902159587992960	IC2602  	170.64684	-62.65778	16.991	 6.522	 0.062
   5240451436557063168	IC2602  	165.07120	-64.19211	15.490	 6.314	 0.010
   5240453974838383744	IC2602  	164.71565	-64.21147	15.314	 6.597	 0.013
   5240465352228926336	IC2602  	164.76880	-63.87904	19.840	 6.508	 0.080
   5240475488375465088	IC2602  	165.95835	-63.92603	16.500	 6.770	 0.005
   5238783202529206144	IC2602  	164.55599	-65.47951	17.160	 6.365	 0.105
   5238790177556654208	IC2602  	164.97802	-65.25235	14.340	 6.683	 0.058
   5238796323621601792	IC2602  	164.31385	-65.40933	16.499	 6.311	 0.034
   5238782717164896000	IC2602  	164.55788	-65.52092	16.120	 6.477	 0.018
   5252291630586136576	IC2602  	156.80999	-62.48082	17.047	 7.150	 0.067
   5252286579715826176	IC2602  	156.08516	-62.40719	16.586	 6.385	 0.008
   5245462117176840192	IC2602  	155.07833	-66.06356	 7.505	 6.710	 0.025
   5241613551636185088	IC2602  	161.18657	-62.28525	16.520	 7.089	 0.021
   5240049938681078272	IC2602  	167.31614	-65.46523	17.135	 6.264	 0.009
   5337790891731283456	IC2602  	168.66036	-59.89927	15.353	 6.404	 0.057
   5252392888731046272	IC2602  	153.44132	-63.89987	 8.685	 6.463	 0.020
   5253333349145893760	IC2602  	153.38637	-61.46935	17.540	 6.467	 0.059
   5237629161986687488	IC2602  	170.71276	-64.10803	17.048	 6.069	 0.095
   5237607274832435840	IC2602  	171.59702	-64.17795	16.401	 6.450	 0.037
   5237632872838341376	IC2602  	170.40829	-64.09230	15.629	 6.333	 0.160
   5251931089527741696	IC2602  	159.06769	-63.62967	17.972	 6.863	 0.087
   5251946757571421056	IC2602  	159.70370	-63.51191	12.351	 6.530	 0.011
   5251943699556652160	IC2602  	159.50565	-63.50078	17.915	 6.227	 0.061
   5253817099902461824	IC2602  	157.14549	-61.84553	17.048	 6.370	 0.088
   5252303553413664768	IC2602  	156.82830	-62.27881	16.378	 6.403	 0.143
   5241587128995223936	IC2602  	161.10171	-62.44116	17.127	 6.284	 0.068
   5239421503382925568	IC2602  	163.53151	-65.74878	14.930	 6.559	 0.006
   5239426210666907648	IC2602  	163.22338	-65.64135	15.808	 6.737	 0.032
   5239433975967291392	IC2602  	162.29361	-65.67254	16.713	 6.665	 0.033
   5239420266432581632	IC2602  	163.45137	-65.75813	15.657	 6.168	 0.034
   5239419957194688768	IC2602  	163.50977	-65.79585	14.924	 6.558	 0.033
   5239479880579918208	IC2602  	161.23777	-65.41556	14.794	 6.519	 0.060
   5239518599680382208	IC2602  	163.64896	-65.54275	17.023	 6.555	 0.032
   5239498744077038976	IC2602  	161.63739	-65.45504	10.782	 6.580	 0.012
   5239491008814743040	IC2602  	162.15909	-65.41902	18.185	 6.344	 0.163
   5239506230179086976	IC2602  	161.42543	-65.22936	17.960	 6.476	 0.093
   5239507608889993600	IC2602  	161.79999	-65.24276	17.210	 6.266	 0.051
   5239523414372155008	IC2602  	163.38381	-65.42300	16.103	 6.602	 0.023
   5239525196750143616	IC2602  	163.70804	-65.44602	11.752	 6.502	 0.027
   5239505341147028736	IC2602  	161.41980	-65.26730	14.410	 6.537	 0.012
   5239510559501860736	IC2602  	161.77388	-65.15662	19.156	 6.125	 0.119
   5337634280039483520	IC2602  	167.70793	-60.76959	16.439	 6.228	 0.052
   5239086805168167168	IC2602  	161.17426	-65.92505	14.245	 6.869	 0.011
   5239088316996695808	IC2602  	161.19141	-65.90720	14.900	 6.909	 0.006
   5241540812064026240	IC2602  	162.11243	-62.75639	16.234	 6.630	 0.012
   5241540812064026368	IC2602  	162.11107	-62.75586	14.452	 6.707	 0.007
   5241515759499738624	IC2602  	162.12068	-62.88397	17.126	 6.574	 0.053
   5238869582892885888	IC2602  	161.43372	-67.25120	16.194	 6.592	 0.077
   5254576931160631296	IC2602  	156.19390	-61.78410	17.271	 6.622	 0.042
   5252241156113686272	IC2602  	157.03413	-62.68934	17.030	 6.577	 0.197
   5251926936324672512	IC2602  	158.66985	-63.67048	13.454	 6.450	 0.030
   5251903880939228544	IC2602  	159.45574	-64.01398	14.019	 6.547	 0.003
   5251906595358394496	IC2602  	159.04241	-63.99725	14.971	 6.718	 0.036
   5251927451720968448	IC2602  	159.06373	-63.78330	15.742	 6.787	 0.025
   5253459346292846592	IC2602  	159.94054	-63.14640	15.825	 6.549	 0.025
   5239824435712298752	IC2602  	161.08818	-64.50163	15.717	 6.728	 0.063
   5239834541805815808	IC2602  	161.55407	-64.43544	16.318	 6.581	 0.044
   5239838905492666240	IC2602  	161.35634	-64.32854	16.297	 6.599	 0.026
   5239851962193200896	IC2602  	161.09379	-64.25832	10.753	 6.727	 0.037
   5239849900609754880	IC2602  	161.56162	-64.04942	10.548	 6.684	 0.017
   5239819389159663616	IC2602  	160.84573	-64.48661	15.156	 6.640	 0.053
   5239852129662210560	IC2602  	161.04139	-64.24738	14.121	 6.584	 0.025
   5239848560555630848	IC2602  	161.69051	-64.13316	17.053	 6.591	 0.088
   5239812242334766848	IC2602  	161.14514	-64.53712	16.556	 6.775	 0.042
   5239830143757924992	IC2602  	160.67281	-64.35116	10.400	 6.197	 0.078
   5239810318189195776	IC2602  	161.56878	-64.51451	 5.284	 6.313	 0.121
   5239843337899319168	IC2602  	161.69908	-64.26273	16.811	 6.570	 0.045
   5239818457119630720	IC2602  	160.88857	-64.57599	17.537	 6.534	 0.090
   5239831926141387904	IC2602  	160.71833	-64.28343	17.421	 6.621	 0.073
   5239835710037143296	IC2602  	161.71323	-64.38343	 4.783	 6.529	 0.187
   5239828872417820672	IC2602  	160.81530	-64.39833	10.558	 6.677	 0.118
   5239809562274763008	IC2602  	161.54105	-64.59553	 7.818	 6.515	 0.008
   5239825642632266624	IC2602  	160.99549	-64.43233	15.570	 6.693	 0.057
   5239835950555222144	IC2602  	161.68333	-64.41395	16.523	 6.646	 0.097
   5239829937599494016	IC2602  	160.71044	-64.36473	15.835	 6.630	 0.040
   5239841340702856960	IC2602  	161.36749	-64.22913	 9.043	 6.443	 0.045
   5239848453168695040	IC2602  	161.61977	-64.13261	 9.756	 6.592	 0.025
   5239814613156452480	IC2602  	161.32696	-64.44812	15.438	 6.688	 0.075
   5239823787206180352	IC2602  	160.60465	-64.39876	 7.243	 6.438	 0.025
   5239820626109835904	IC2602  	160.51916	-64.57694	16.726	 6.549	 0.052
   5239845949239370240	IC2602  	161.62310	-64.26320	 5.166	 6.575	 0.158
   5252100345602118272	IC2602  	156.29977	-63.43516	15.019	 6.209	 0.135
   2313587385004219264	Blanco1 	001.44681	-32.58958	18.029	 4.280	 0.025
   2313683012452139008	Blanco1 	001.13001	-31.93606	17.725	 4.224	 0.055
   2314329868886644992	Blanco1 	000.37115	-32.19513	14.565	 4.292	 0.024
   2314214110928211712	Blanco1 	358.81963	-31.88426	 6.807	 4.090	 0.065
   2319629338837989632	Blanco1 	003.65187	-30.88188	17.391	 4.170	 0.022
   2319384529997651712	Blanco1 	002.88545	-32.20353	17.042	 4.122	 0.013
   2319579036180868352	Blanco1 	003.27231	-31.38304	17.980	 4.390	 0.046
   2319648103550670208	Blanco1 	002.40462	-31.68706	16.774	 4.131	 0.047
   2320994592977961216	Blanco1 	000.77725	-29.36222	11.511	 4.148	 0.012
   2320996581547344000	Blanco1 	000.87985	-29.28557	18.063	 4.208	 0.042
   2321007645383112192	Blanco1 	001.43491	-29.26611	18.735	 4.411	 0.146
   2320992290875497728	Blanco1 	000.97971	-29.36149	17.918	 4.209	 0.026
   2320978473965139328	Blanco1 	000.98196	-29.44952	17.810	 4.233	 0.038
   2321136155100043520	Blanco1 	002.16018	-29.32882	15.131	 4.209	 0.007
   2321019228910500864	Blanco1 	001.72640	-28.97464	14.416	 4.132	 0.008
   2320987549231653888	Blanco1 	001.14528	-29.25554	12.668	 4.232	 0.008
   2321399316336179840	Blanco1 	001.66193	-28.83424	17.204	 4.375	 0.029
   2321024245432299136	Blanco1 	001.50979	-28.89306	17.497	 4.358	 0.042
   2321395983441558272	Blanco1 	001.68859	-28.87230	17.051	 4.362	 0.056
   2321415770355639808	Blanco1 	001.60452	-28.62653	17.527	 4.329	 0.006
   2320987858469300864	Blanco1 	001.25417	-29.26911	12.673	 4.280	 0.042
   2321022390006428672	Blanco1 	001.48863	-28.94960	17.330	 4.114	 0.036
   2320990980909779968	Blanco1 	000.83260	-29.42464	12.611	 4.172	 0.014
   2320972529730330368	Blanco1 	001.07019	-29.60280	17.380	 4.249	 0.027
   2321413949289499776	Blanco1 	001.59933	-28.67520	17.667	 4.250	 0.029
   2321335299849977472	Blanco1 	002.40988	-29.01763	19.250	 4.056	 0.057
   2320989954413282304	Blanco1 	000.87364	-29.46066	15.363	 4.316	 0.010
   2321004866539735680	Blanco1 	000.99368	-29.11370	16.508	 4.310	 0.065
   2320979852649326336	Blanco1 	001.09554	-29.38156	 7.745	 4.157	 0.043
   2321365197116041984	Blanco1 	002.31103	-28.78743	16.015	 4.244	 0.006
   2321165425301374720	Blanco1 	003.02451	-28.84040	17.505	 4.400	 0.042
   2321022630524596736	Blanco1 	001.48511	-28.93627	11.336	 4.186	 0.037
   2320978512620414080	Blanco1 	001.00357	-29.44618	12.380	 4.122	 0.011
   2321005893036560384	Blanco1 	001.08176	-29.07803	18.754	 4.237	 0.048
   2320981394542904192	Blanco1 	001.22750	-29.44114	15.094	 4.064	 0.015
   2321128591662265856	Blanco1 	002.67645	-29.27371	17.694	 4.198	 0.036
   2320989851333291776	Blanco1 	001.22560	-29.15320	13.322	 4.242	 0.021
   2321395090088371456	Blanco1 	001.80720	-28.91105	15.819	 4.311	 0.012
   2320995933007757184	Blanco1 	000.79083	-29.31002	16.755	 4.148	 0.042
   2321047605758685696	Blanco1 	002.76729	-29.86171	17.126	 4.197	 0.020
   2320987132619281152	Blanco1 	001.15051	-29.30065	18.030	 4.308	 0.046
   2321095949910740480	Blanco1 	002.98922	-29.39979	18.195	 4.216	 0.011
   2321330253262075776	Blanco1 	002.01369	-29.12165	17.702	 4.352	 0.013
   2321349700873987712	Blanco1 	001.87463	-28.89517	15.449	 4.191	 0.083
   2321010329738234112	Blanco1 	001.53791	-29.15137	 7.893	 4.274	 0.046
   2320972740184370560	Blanco1 	001.05693	-29.59174	17.541	 4.207	 0.074
   2320973839695997824	Blanco1 	001.02401	-29.55110	14.693	 4.263	 0.030
   2320975729481607552	Blanco1 	001.11207	-29.49569	18.021	 4.338	 0.020
   2320975660762130944	Blanco1 	001.09288	-29.50605	17.458	 4.247	 0.021
   2320985487647302912	Blanco1 	001.14569	-29.39216	16.441	 4.209	 0.018
   2320972018629984384	Blanco1 	001.73174	-29.03137	12.913	 4.050	 0.018
   2320971606313124352	Blanco1 	001.71313	-29.04974	16.571	 4.183	 0.049
   2320989851334122752	Blanco1 	001.22546	-29.15285	13.082	 4.257	 0.062
   2314568669067985408	Blanco1 	000.69319	-30.70812	18.548	 4.181	 0.021
   2314513143730868480	Blanco1 	000.39052	-31.37009	17.499	 4.112	 0.022
   2314460264093512576	Blanco1 	000.55850	-31.55362	14.816	 4.291	 0.017
   2314470125338387968	Blanco1 	001.02590	-31.52090	15.785	 4.323	 0.036
   2314565542331796992	Blanco1 	000.57116	-30.87665	15.867	 4.170	 0.035
   2314530869060419840	Blanco1 	000.25281	-31.19217	18.603	 4.252	 0.023
   2314563957489099392	Blanco1 	000.82135	-30.82269	19.431	 4.273	 0.092
   2314459989215604608	Blanco1 	000.57740	-31.57549	16.939	 4.295	 0.019
   2314530976435086080	Blanco1 	000.30639	-31.17114	16.427	 4.205	 0.028
   2314819662661776256	Blanco1 	359.93638	-30.55616	18.901	 4.193	 0.156
   2314827707134801024	Blanco1 	000.28126	-30.32679	19.229	 4.100	 0.104
   2314775377254228992	Blanco1 	000.42804	-30.46002	17.134	 4.131	 0.017
   2314778985026776320	Blanco1 	000.32730	-30.42665	17.590	 4.149	 0.039
   2314745690440296832	Blanco1 	000.38773	-30.93022	17.035	 4.198	 0.030
   2314778774572736512	Blanco1 	000.32630	-30.45440	18.043	 4.286	 0.025
   2314779294264399104	Blanco1 	000.34691	-30.41786	18.488	 4.152	 0.038
   2314839526885867264	Blanco1 	359.81447	-30.29955	18.409	 4.107	 0.020
   2314840179720893952	Blanco1 	359.87523	-30.24518	17.020	 4.130	 0.044
   2314757235312381312	Blanco1 	000.56234	-30.67036	17.996	 4.223	 0.033
   2314774518260772096	Blanco1 	000.43406	-30.51853	17.760	 4.140	 0.062
   2314773311374293248	Blanco1 	000.43523	-30.58686	18.492	 4.197	 0.014
   2314829042869995136	Blanco1 	000.11203	-30.36241	18.570	 4.396	 0.048
   2314754795770961152	Blanco1 	000.50257	-30.76431	17.549	 4.268	 0.020
   2314771219725893120	Blanco1 	000.38105	-30.64839	15.515	 4.402	 0.045
   2314771151006415872	Blanco1 	000.35209	-30.64953	10.405	 4.238	 0.032
   2314718821124895488	Blanco1 	000.22331	-31.16516	16.872	 4.165	 0.016
   2314812344037518208	Blanco1 	359.55140	-30.49966	18.193	 4.252	 0.025
   2314819593942295808	Blanco1 	359.94777	-30.56950	18.467	 4.111	 0.028
   2314766924758635520	Blanco1 	000.07392	-30.74397	17.836	 4.061	 0.039
   2314792140511305984	Blanco1 	359.88288	-30.69698	18.877	 4.011	 0.077
   2314832689297893120	Blanco1 	359.81536	-30.50015	14.270	 4.336	 0.017
   2314693807235242752	Blanco1 	359.10440	-31.09466	17.237	 4.215	 0.019
   2314774273446992896	Blanco1 	000.47283	-30.50694	18.732	 4.315	 0.038
   2314847253531620864	Blanco1 	359.82645	-30.17126	12.422	 4.146	 0.024
   2314758575341270912	Blanco1 	000.51728	-30.68522	 8.966	 4.119	 0.064
   2314750947480284288	Blanco1 	000.29307	-30.80981	17.051	 4.349	 0.038
   2314749504371272704	Blanco1 	000.27894	-30.88593	16.330	 4.250	 0.019
   2314809255956328192	Blanco1 	359.76289	-30.53356	14.454	 4.214	 0.013
   2314783932829147392	Blanco1 	359.75495	-30.81669	17.622	 4.241	 0.040
   2314794099016398848	Blanco1 	359.77952	-30.66783	17.400	 4.134	 0.014
   2314848666576151680	Blanco1 	000.03836	-30.09179	17.987	 4.195	 0.060
   2314830902591420416	Blanco1 	000.16404	-30.27190	16.166	 4.200	 0.005
   2314842687981678336	Blanco1 	359.98225	-30.25635	17.736	 4.232	 0.060
   2314824374241137408	Blanco1 	000.22267	-30.46476	15.578	 4.287	 0.017
   2314778950667015296	Blanco1 	000.32225	-30.42696	17.312	 4.227	 0.031
   2314778538350155904	Blanco1 	000.36031	-30.43025	17.185	 4.183	 0.026
   2321422436144254464	Blanco1 	001.72378	-28.51909	12.248	 4.249	 0.013
   2321456937617491456	Blanco1 	002.13413	-28.20528	17.512	 4.328	 0.052
   2321423088979562624	Blanco1 	001.84821	-28.53369	18.242	 4.253	 0.053
   2320524650541309440	Blanco1 	001.98670	-30.76868	18.358	 4.403	 0.033
   2320524341303662720	Blanco1 	001.97514	-30.78410	18.804	 4.097	 0.045
   2320411160324629120	Blanco1 	003.89798	-29.53362	17.459	 4.301	 0.030
   2320495410403204224	Blanco1 	001.56370	-30.99870	18.016	 4.203	 0.045
   2320273446494092288	Blanco1 	003.09544	-30.19212	17.757	 4.335	 0.050
   2320200500768820352	Blanco1 	003.58919	-30.58751	18.359	 4.214	 0.060
   2320488469736036224	Blanco1 	001.39967	-31.05196	18.140	 4.173	 0.022
   2320513689784124032	Blanco1 	001.45628	-30.76164	17.938	 4.291	 0.031
   2320523967641801088	Blanco1 	001.91039	-30.84041	14.881	 4.136	 0.011
   2320506719053074432	Blanco1 	001.43728	-30.97466	15.528	 4.103	 0.018
   2320211225302895232	Blanco1 	003.74783	-30.30972	13.380	 4.349	 0.028
   2326868454675761536	Blanco1 	359.61343	-30.02257	18.452	 4.204	 0.080
   2326846567522249856	Blanco1 	359.36285	-30.09007	13.372	 4.264	 0.033
   2326686352358040064	Blanco1 	358.73544	-31.01012	16.750	 4.067	 0.041
   2326849251877903360	Blanco1 	359.58386	-30.28096	 9.968	 4.313	 0.025
   2326866942847101824	Blanco1 	359.46788	-30.08832	11.979	 4.209	 0.002
   2326864473241905152	Blanco1 	359.87761	-29.90101	15.191	 4.230	 0.042
   2326865637177329024	Blanco1 	359.82231	-29.84464	18.670	 4.208	 0.049
   2326873024521028992	Blanco1 	359.53037	-29.92060	17.764	 4.117	 0.037
   2326922605623577856	Blanco1 	359.38244	-29.78297	18.853	 4.365	 0.003
   2326848629106601472	Blanco1 	359.69969	-30.29336	18.086	 4.367	 0.035
   2326875605797170176	Blanco1 	359.61789	-29.93875	16.037	 4.208	 0.032
   2326851240446766592	Blanco1 	359.78549	-30.16585	16.178	 4.212	 0.017
   2326826746249215616	Blanco1 	359.42148	-30.35465	16.704	 4.109	 0.040
   2326923090955617536	Blanco1 	359.22104	-29.86084	11.606	 4.347	 0.026
   2326847941911948032	Blanco1 	359.29615	-30.03126	18.782	 4.229	 0.052
   2326883611616190464	Blanco1 	358.91579	-30.30623	13.480	 4.214	 0.014
   2326876052473771008	Blanco1 	359.59755	-29.89115	17.109	 4.149	 0.026
   2326921476047904128	Blanco1 	359.41226	-29.83512	10.156	 4.285	 0.012
   2326879660246374272	Blanco1 	359.61841	-29.81898	11.774	 4.175	 0.013
   2326870761074068480	Blanco1 	359.45481	-30.00444	17.708	 4.285	 0.047
   2326875915034818944	Blanco1 	359.57521	-29.90827	18.530	 4.293	 0.080
   2326864267083583232	Blanco1 	359.89067	-29.89628	18.537	 4.271	 0.006
   2326872410341508224	Blanco1 	359.49564	-29.96973	17.602	 4.203	 0.020
   2327183297254367104	Blanco1 	358.10899	-29.39607	14.413	 4.075	 0.016
   2327133784871309952	Blanco1 	359.02097	-29.43067	13.115	 4.412	 0.024
   2327130348897471360	Blanco1 	359.02124	-29.56040	16.524	 4.262	 0.020
   2327132754079155328	Blanco1 	359.08486	-29.46549	17.312	 4.245	 0.030
   2319771519436050304	Blanco1 	002.21590	-30.79789	18.221	 4.099	 0.042
   2319815366757378560	Blanco1 	003.24214	-30.82108	16.725	 4.396	 0.041
   2319914700760997504	Blanco1 	002.83770	-30.14076	13.346	 4.108	 0.014
   2319866352313739648	Blanco1 	002.39836	-30.73338	17.650	 4.259	 0.069
   2319734582716691200	Blanco1 	001.81116	-31.25739	17.585	 4.222	 0.013
   2319829900926671744	Blanco1 	002.94210	-30.81930	17.985	 4.208	 0.035
   2319733414485925632	Blanco1 	001.68359	-31.31371	19.621	 4.369	 0.026
   2319857319997858944	Blanco1 	002.62959	-30.71650	15.632	 4.389	 0.031
   2319797499693367680	Blanco1 	002.72911	-31.01809	17.475	 4.229	 0.024
   2319797465333629440	Blanco1 	002.72761	-31.02867	15.720	 4.038	 0.020
   2319909478080738944	Blanco1 	002.76195	-30.24721	13.792	 4.187	 0.013
   2320768398525804544	Blanco1 	000.73486	-30.46246	19.125	 4.268	 0.025
   2320887936054365696	Blanco1 	000.55845	-29.65639	17.419	 4.180	 0.073
   2320790289973970432	Blanco1 	000.79516	-30.18026	11.171	 4.188	 0.023
   2320902234000398336	Blanco1 	001.39762	-29.95151	14.178	 4.299	 0.056
   2320882438497310720	Blanco1 	000.86791	-29.61427	16.539	 4.199	 0.022
   2320883233066327552	Blanco1 	000.83266	-29.60904	17.755	 4.311	 0.023
   2320817159289455104	Blanco1 	001.01686	-29.97401	12.868	 4.233	 0.011
   2320803724631758336	Blanco1 	001.11423	-30.08269	16.176	 4.408	 0.044
   2320926212802998400	Blanco1 	001.22738	-29.62910	18.732	 4.154	 0.032
   2320908178235983360	Blanco1 	001.32324	-29.78258	13.219	 4.269	 0.023
   2320697484320217728	Blanco1 	001.74073	-30.15475	14.864	 4.216	 0.008
   2320805099021289984	Blanco1 	001.03860	-30.01976	18.422	 4.158	 0.076
   2320696762765711360	Blanco1 	001.64191	-30.14612	16.200	 4.141	 0.046
   2320834304798813568	Blanco1 	000.48728	-30.20220	14.885	 4.234	 0.031
   2320950333339180544	Blanco1 	001.85572	-29.37376	16.051	 4.198	 0.071
   2320834476597504256	Blanco1 	000.51766	-30.17621	13.997	 4.197	 0.028
   2320868007407176320	Blanco1 	000.69097	-29.91736	18.288	 4.443	 0.117
   2320827325475738496	Blanco1 	001.00319	-29.87434	18.768	 4.153	 0.075
   2320834476597503232	Blanco1 	000.51550	-30.17359	14.639	 4.217	 0.047
   2320895671291615488	Blanco1 	000.75738	-29.52884	17.228	 4.185	 0.046
   2320762321146962944	Blanco1 	000.67253	-30.62698	17.277	 4.214	 0.056
   2320734867715638144	Blanco1 	002.28342	-29.80782	12.840	 4.321	 0.003
   2320963875371996032	Blanco1 	001.72853	-29.25629	17.966	 4.410	 0.033
   2320563958081386752	Blanco1 	001.21681	-30.70420	17.554	 4.096	 0.046
   2320832621171630976	Blanco1 	000.39454	-30.21850	17.491	 4.225	 0.054
   2320798639390461056	Blanco1 	001.13203	-30.24490	11.562	 4.149	 0.021
   2320834751475408128	Blanco1 	000.49072	-30.15796	 9.882	 4.090	 0.024
   2320776644862584960	Blanco1 	000.87085	-30.32422	10.507	 4.030	 0.031
   2320822377673413632	Blanco1 	000.91413	-29.87406	18.105	 4.330	 0.013
   2320816231576490496	Blanco1 	000.95914	-30.06546	10.937	 4.171	 0.025
   2320763008341728512	Blanco1 	000.72924	-30.56120	18.236	 4.104	 0.049
   2320569975330337664	Blanco1 	000.97287	-30.75062	19.492	 4.286	 0.020
   2320764172277979264	Blanco1 	000.86199	-30.51230	19.345	 4.365	 0.133
   2320933771945520384	Blanco1 	001.35601	-29.45327	19.068	 4.157	 0.034
   2320842551136015872	Blanco1 	000.61756	-30.07873	12.706	 4.073	 0.018
   2320611649398413312	Blanco1 	001.40690	-30.34444	17.725	 4.348	 0.029
   2320744209268707328	Blanco1 	001.96944	-29.76977	18.538	 4.301	 0.028
   2320833445805349760	Blanco1 	000.36957	-30.20583	10.729	 4.170	 0.064
   2320958721411240704	Blanco1 	001.70109	-29.26571	17.512	 4.348	 0.052
   2320842619855491968	Blanco1 	000.60477	-30.07317	17.512	 4.107	 0.035
   2320606564157139200	Blanco1 	001.28254	-30.33358	17.938	 4.120	 0.068
   2320540803913561088	Blanco1 	001.57189	-30.57543	14.942	 4.189	 0.007
   2320893674131761920	Blanco1 	000.74150	-29.59993	18.677	 4.118	 0.043
   2320767406387158016	Blanco1 	000.64009	-30.47386	19.131	 4.227	 0.020
   2320822549472113280	Blanco1 	000.84383	-29.86470	17.740	 4.212	 0.057
   2320835198152004224	Blanco1 	000.35602	-30.17663	18.056	 4.186	 0.048
   2320877151391702016	Blanco1 	000.83950	-29.70506	18.287	 4.252	 0.037
   2320877151392638720	Blanco1 	000.83856	-29.70473	16.928	 4.247	 0.053
   2320881923101238016	Blanco1 	000.75616	-29.60613	18.392	 4.327	 0.059
   2320766684833726592	Blanco1 	000.57059	-30.54089	12.032	 4.287	 0.005
   2320903848908950656	Blanco1 	001.37900	-29.88559	11.131	 4.245	 0.040
   2320902234001248256	Blanco1 	001.39819	-29.95182	12.409	 4.222	 0.072
   2320902062202556544	Blanco1 	001.42908	-29.96061	 9.840	 4.221	 0.014
   2320805580057632768	Blanco1 	001.23373	-30.11472	15.828	 4.146	 0.045
   2320919963626242176	Blanco1 	001.24270	-29.77114	18.780	 4.267	 0.035
   2320902371440201600	Blanco1 	001.41517	-29.94147	18.086	 4.158	 0.060
   2320838943363481984	Blanco1 	000.41614	-30.07734	14.301	 4.220	 0.021
   2320906872565926528	Blanco1 	001.36201	-29.85570	12.431	 4.265	 0.029
   2320903883268688896	Blanco1 	001.39507	-29.86306	16.492	 4.333	 0.030
   2320877220112116224	Blanco1 	000.88296	-29.71798	10.053	 4.167	 0.050
   2320876601636825984	Blanco1 	000.92356	-29.71516	17.559	 4.233	 0.061
   2320841520343862400	Blanco1 	000.47271	-30.10356	15.094	 4.193	 0.008
   2320903642750520704	Blanco1 	001.39485	-29.89496	16.855	 4.294	 0.073
   2320842001380199680	Blanco1 	000.53207	-30.07850	16.701	 4.259	 0.059
   2320766375596082944	Blanco1 	000.67968	-30.51407	18.042	 4.166	 0.080
   2320850144638182912	Blanco1 	000.23067	-30.06416	 8.404	 4.242	 0.036
   2320558082565935744	Blanco1 	001.00212	-30.77264	12.910	 4.207	 0.018
   2320881991820717056	Blanco1 	000.79806	-29.59915	17.207	 4.116	 0.086
   2320704351972625280	Blanco1 	001.81430	-30.03646	19.344	 4.435	 0.049
   2320945699070402816	Blanco1 	001.72305	-29.35380	14.861	 4.216	 0.032
   2320733901347207936	Blanco1 	002.08004	-29.73798	17.751	 4.320	 0.029
   2320550046683235328	Blanco1 	001.75925	-30.35496	11.586	 4.227	 0.022
   2320779604095346688	Blanco1 	000.55532	-30.44285	16.195	 4.180	 0.076
   2320548534854747648	Blanco1 	001.80514	-30.44700	17.728	 4.293	 0.026
   2320807641641939712	Blanco1 	001.29572	-30.06143	16.439	 4.147	 0.042
   2320833613308034944	Blanco1 	000.36207	-30.20487	18.199	 4.079	 0.021
   2320768986936193664	Blanco1 	000.66332	-30.44503	17.745	 4.059	 0.015
   2320749397589118080	Blanco1 	001.78951	-29.66046	18.968	 4.243	 0.031
   2320820109931857792	Blanco1 	000.79179	-29.96534	18.245	 4.454	 0.070
   2320562308813946112	Blanco1 	001.30098	-30.70132	19.652	 4.401	 0.050
   2320580828713057408	Blanco1 	001.13641	-30.44019	18.584	 4.271	 0.026
   2320777469496305024	Blanco1 	000.89048	-30.26222	12.328	 4.191	 0.033
   2320895774370830464	Blanco1 	000.79845	-29.50429	16.122	 4.152	 0.006
   2320802075364296960	Blanco1 	000.93507	-30.16499	16.044	 4.193	 0.035
   2320769193094622464	Blanco1 	000.64294	-30.42922	13.197	 4.156	 0.010
   2320831895321931520	Blanco1 	000.32154	-30.29569	17.685	 4.209	 0.044
   2320534786663488512	Blanco1 	001.66353	-30.74937	18.172	 4.212	 0.026
   2320915599939527168	Blanco1 	001.48165	-29.67066	17.072	 4.223	 0.008
   2320551519855979776	Blanco1 	000.97574	-30.94710	17.442	 4.202	 0.067
   2320793897745374208	Blanco1 	000.59025	-30.13933	10.615	 4.109	 0.018
   2320874054720005248	Blanco1 	000.77869	-29.74627	14.599	 4.206	 0.026
   2320782486018143616	Blanco1 	000.57017	-30.33802	18.507	 4.033	 0.021
